,תאריך ההזמנה,מתאריך,עד תאריך,תאריך אספקה,ת. סיום מתוכנן,ת. מבוקש,מספר לקוח,שם לקוח,מספר הזמנה,סטטוס הזמנה,סגורה חלקית,ספק מועדף,שם ספק מועדף,מק'ט,תאור מוצר,מק'ט לקוח,תיאור מק'ט לקוח,עלות (שורת הזמנה),לביצוע ע'י,מס' סוכן,שם סוכן,עמלת סוכן (%),הז. פנקס,כמות,רווח (שח),סכום (שח),עמלת סוכן ראשון,כמות ביח' מפעל,שווי יתרה,שווי יתרה (שח),יתרה לאספקה
4516,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7081515ENGI,מותח רצועה אלפא 159 07+/דובלו 11+/ברבו 09-12,,,49.75,Itzike,0,כללי,0.0,,1,149.25,198.99,0.0,1,199.0,198.99,1
4517,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7081717ENGI,מותח רצועה ג'ולייטה 10+/מיטו/גרנד פונטו/דובלו 07+/פיורינו,,,45.79,Itzike,0,כללי,0.0,,1,137.21,182.99,0.0,1,183.0,182.99,1
4518,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7140404ENGI,מותח רצועה ב.מ.וו 03 E87/+06 Z4/+08 E90/+02 E46/+06 E87+,,,59.5,Itzike,0,כללי,0.0,,1,178.5,237.99,0.0,1,238.0,237.99,1
4519,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7140405ENGI,מותח רצועה ב.מ.וו 730/728/E36/Z4/X3/523/520/330/325/+00 320,,,63.52,Itzike,0,כללי,0.0,,1,190.48,253.99,0.0,1,254.0,253.99,1
4520,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7141315ENGI,מותח רצועה ב.מ.וו X6/E70 X5/F10/F32/F30/+12 F20/+12 F01,,,59.01,Itzike,0,כללי,0.0,,1,176.99,235.99,0.0,1,236.0,235.99,1
4521,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7141616ENGI,מותח רצועה ב.מ.וו 10 X3/X1/+12 320/+09 528/+12 520/+14 X4+,,,51.65,Itzike,0,כללי,0.0,,1,155.35,206.99,0.0,1,207.0,206.99,1
4522,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7200101ENGI,מותח רצועה גרנד שירוקי 05+/קומנדר/ליברטי 02+/ניטרו/דורנגו,,,260.0,Itzike,0,כללי,0.0,,1,780.0,1039.99,0.0,1,1040.0,1039.99,1
4523,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7250404ENGI,מותח רצועה נובירה 96+/אוואו 04+/אופטרה 04+,,,60.8,Itzike,0,כללי,0.0,,1,182.2,242.99,0.0,1,243.0,242.99,1
4524,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7310931ENGI,מותח רצועה סיוויק 06-11 1.3 הייבריד,,,55.09,Itzike,0,כללי,0.0,,1,164.91,219.99,0.0,1,220.0,219.99,1
4525,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7320808ENGI,מותח רצועה 99 S40+/מגאן 99-01,,,60.74,Itzike,0,כללי,0.0,,1,182.26,242.99,0.0,1,243.0,242.99,1
4526,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7370937ENGI,מותח רצועה יאריס 09-11,,,46.45,Itzike,0,כללי,0.0,,1,139.55,185.99,0.0,1,186.0,185.99,1
4527,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7370990ENGI,מותח רצועה יאריס 12-20/ספייס ורסו 11-16,,,10.85,Itzike,0,כללי,0.0,,1,32.15,42.99,0.0,1,43.0,42.99,1
4528,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7371010ENGI,מותח רצועה לנדקרוזר 01-16,,,189.29,Itzike,0,כללי,0.0,,1,567.71,756.99,0.0,1,757.0,756.99,1
4529,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7371566ENGI,מותח רצועה קורולה 01-07/ורסו 04+/אוריס 01-04 MR2/+07,,,67.5,Itzike,0,כללי,0.0,,1,202.5,269.99,0.0,1,270.0,269.99,1
4530,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7371626ENGI,מותח רצועה קמרי 10-17/היילנדר 08-13,,,36.15,Itzike,0,כללי,0.0,,1,108.85,144.99,0.0,1,145.0,144.99,1
4531,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7390612ENGI,מותח רצועה I40/I30/אופטימה/סול/סיד/פורטה/ריו,,,44.38,Itzike,0,כללי,0.0,,1,133.62,177.99,0.0,1,178.0,177.99,1
4532,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7390660ENGI,מותח רצועה 08 I30+/אלנטרה/טוסון 05+/סנטפה/מג'נטיס/קארנס,,,48.32,Itzike,0,כללי,0.0,,1,144.68,192.99,0.0,1,193.0,192.99,1
4533,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7390990ENGI,מותח רצועה 08 I800+/סורנטו 03-09,,,50.39,Itzike,0,כללי,0.0,,1,151.61,201.99,0.0,1,202.0,201.99,1
4534,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7391025ENGI,מותח רצועה 10 IX35+/סונטה 08+/סנטפה 10+/מג'נטיס 07+/ספורטאז,,,56.2,Itzike,0,כללי,0.0,,1,168.8,224.99,0.0,1,225.0,224.99,1
4535,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7391097ENGI,מותח רצועה 10 IX35+/סנטפה 10+/סורנטו 10+,,,50.65,Itzike,0,כללי,0.0,,1,152.35,202.99,0.0,1,203.0,202.99,1
4536,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7391799ENGI,מותח רצועה טוסון 05+/טראג'ט/סונטה/סנטפה 01-06/קופה 03-08,,,54.0,Itzike,0,כללי,0.0,,1,162.0,215.99,0.0,1,216.0,215.99,1
4537,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7391919ENGI,מותח רצועה טאראקן 01-07/קרניבל 02-13,,,22.8,Itzike,0,כללי,0.0,,1,68.2,90.99,0.0,1,91.0,90.99,1
4538,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7392222ENGI,מותח רצועה סנטפה 07-09/מג'נטיס 08-11/קרניבל 07-11,,,53.2,Itzike,0,כללי,0.0,,1,159.8,212.99,0.0,1,213.0,212.99,1
4539,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7451225ENGI,מותח רצועה מזדה 3 עד 08 1.6,,,52.0,Itzike,0,כללי,0.0,,1,156.0,207.99,0.0,1,208.0,207.99,1
4540,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7451551ENGI,מותח רצועה מזדה 06 MX5/+08/+03 6+,,,46.26,Itzike,0,כללי,0.0,,1,138.74,184.99,0.0,1,185.0,184.99,1
4541,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7486969ENGI,מותח רצועה W170/W220/W164/W163/W210/W211/W208/W203/W202,,,41.57,Itzike,0,כללי,0.0,,1,124.43,165.99,0.0,1,166.0,165.99,1
4542,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7490349ENGI,מותח רצועה אאוטלנדר 07+/לנסר 08+/פטריוט/קומפאס/אבנג'ר/גורני,,,45.0,Itzike,0,כללי,0.0,,1,135.0,179.99,0.0,1,180.0,179.99,1
4543,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7492525ENGI,מותח רצועה פג'רו קינג 01+,,,14.94,Itzike,0,כללי,0.0,,1,45.06,59.99,0.0,1,60.0,59.99,1
4544,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7492549ENGI,מותח רצועה פג'רו קינג 08/+01+,,,56.81,Itzike,0,כללי,0.0,,1,170.19,226.99,0.0,1,227.0,226.99,1
4545,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7550355ENGI,מותח רצועה אקסטרייל 03+/פרימיירה 02+/קולאוס 08+,,,47.68,Itzike,0,כללי,0.0,,1,143.32,190.99,0.0,1,191.0,190.99,1
4546,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7580101ENGI,מותח רצועה אוקטביה 07+/בורה 99+/גולף AXB T5/+02,,,40.49,Itzike,0,כללי,0.0,,1,121.51,161.99,0.0,1,162.0,161.99,1
4547,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7580505ENGI,מותח רצועה פביה 07+/פולו 00-09,,,56.29,Itzike,0,כללי,0.0,,1,168.71,224.99,0.0,1,225.0,224.99,1
4548,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7610100ENGI,מותח רצועה איביזה 08+/ג'טה 08+/טוראן 06+ הולך לרצועה הקטנה,,,54.23,Itzike,0,כללי,0.0,,1,162.77,216.99,0.0,1,217.0,216.99,1
4549,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7610161ENGI,מותח רצועה איביזה 09+/אלהמברה/גולף 08+/טוראן/פולו 10+/ג'טה,,,52.3,Itzike,0,כללי,0.0,,1,156.7,208.99,0.0,1,209.0,208.99,1
4550,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7610566ENGI,מותח רצועה לאון 06 A3/+06+/אוקטביה 09+/פאסאט 08+/שירוקי 09+,,,40.96,Itzike,0,כללי,0.0,,1,123.04,163.99,0.0,1,164.0,163.99,1
4551,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7620449ENGI,מותח רצועה 14 B4/+12 XV+/אימפרזה 13+/פורסטר/12 BRZ+,,,54.0,Itzike,0,כללי,0.0,,1,162.0,215.99,0.0,1,216.0,215.99,1
4552,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7640505ENGI,מותח רצועה 2008/308/301/208/108/+15 C4/+17 C3/קרוסלנד/קומבו,,,50.45,Itzike,0,כללי,0.0,,1,151.55,201.99,0.0,1,202.0,201.99,1
4553,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7640592ENGI,מותח רצועה C3 פיקאסו C4/+11 C4/+10 פיקאסו 14+,,,79.8,Itzike,0,כללי,0.0,,1,239.2,318.99,0.0,1,319.0,318.99,1
4554,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7640606ENGI,מותח רצועה C4/+06 C4 פיקסו 06 407/+06 307/+05 C5/+08+,,,54.2,Itzike,0,כללי,0.0,,1,162.8,216.99,0.0,1,217.0,216.99,1
4555,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7641212ENGI,מותח רצועה ברלינגו עד 07/פרטנר עד 07,,,38.85,Itzike,0,כללי,0.0,,1,116.15,154.99,0.0,1,155.0,154.99,1
4556,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7641233ENGI,מותח רצועה ברלינגו 07+/ג'מפי 07+/אקספרט 06+/פרטנר 06+,,,52.59,Itzike,0,כללי,0.0,,1,157.41,209.99,0.0,1,210.0,209.99,1
4557,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7760444ABA,מותח רצועה 206/קסרה V16 V8 1.6 1.4/פיורינו 08+ 1.4 בנזין,,,65.0,Itzike,0,כללי,0.0,,1,134.0,198.99,0.0,1,199.0,198.99,1
4558,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7760476ENGI,מותח רצועה 206/קסרה,,,57.64,Itzike,0,כללי,0.0,,1,173.36,230.99,0.0,1,231.0,230.99,1
4559,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7760808ENGI,מותח רצועה TU 205/306,,,24.31,Itzike,0,כללי,0.0,,1,72.69,96.99,0.0,1,97.0,96.99,1
4560,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7763737ABA,מותח רצועה C4/C3/508/5008/308/3008/208/207/2008/מיני קופר,,,79.0,Itzike,0,כללי,0.0,,1,163.0,241.99,0.0,1,242.0,241.99,1
4561,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7780707ENGI,מותח רצועה גולף/בורה/אוקטביה/טולדו/לאון/קורדובה/ג'טה/פולו,,,37.77,Itzike,0,כללי,0.0,,1,113.23,150.99,0.0,1,151.0,150.99,1
4562,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7781078ENGI,מותח רצועה טוארג/קאיין/Q7,,,75.58,Itzike,0,כללי,0.0,,1,226.42,301.99,0.0,1,302.0,301.99,1
4563,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7800211ENGI,מותח רצועה ברבה 14 500X/+16+,,,54.5,Itzike,0,כללי,0.0,,1,163.5,217.99,0.0,1,218.0,217.99,1
4564,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7800880ENGI,מותח רצועה נמו 08+/דובלו 11+/קובו 12+/ביפר 12+,,,42.49,Itzike,0,כללי,0.0,,1,127.51,169.99,0.0,1,170.0,169.99,1
4565,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7800909ENGI,מותח רצועה דוקאטו 04+,,,85.0,Itzike,0,כללי,0.0,,1,255.0,339.99,0.0,1,340.0,339.99,1
4566,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7800998ENGI,מותח רצועה דוקאטו 07+ 3.0,,,54.23,Itzike,0,כללי,0.0,,1,162.77,216.99,0.0,1,217.0,216.99,1
4567,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7802929ENGI,מותח רצועה פונטו ספייס/דובלו 01+/מריאה/מולטיפלה/אלפא 147,,,45.18,Itzike,0,כללי,0.0,,1,135.82,180.99,0.0,1,181.0,180.99,1
4568,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7820901ENGI,מותח רצועה טרנזיט 15-16/קסטום 14-16/בוקסר 07-17,,,64.0,Itzike,0,כללי,0.0,,1,192.0,255.99,0.0,1,256.0,255.99,1
4569,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7820907ENGI,מותח רצועה טרנזיט 01-06,,,57.0,Itzike,0,כללי,0.0,,1,171.0,227.99,0.0,1,228.0,227.99,1
4570,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7820909ENGI,מותח רצועה טרנזיט 11-20/טרנזיט 16 USA+,,,81.0,Itzike,0,כללי,0.0,,1,243.0,323.99,0.0,1,324.0,323.99,1
4571,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7821010ENGI,מותח רצועה מונדאו 08+/גלקסי 08+/אסמקס 08+,,,180.0,Itzike,0,כללי,0.0,,1,540.0,719.99,0.0,1,720.0,719.99,1
4572,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7821212ENGI,מותח רצועה פוקוס עד 05,,,83.19,Itzike,0,כללי,0.0,,1,249.81,332.99,0.0,1,333.0,332.99,1
4573,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7821288ENGI,מותח רצועה פוקוס 11 S80/+11 S60/+11+/קוגה 13+,,,48.91,Itzike,0,כללי,0.0,,1,147.09,195.99,0.0,1,196.0,195.99,1
4574,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7821582ENGI,מותח רצועה קונקט,,,124.0,Itzike,0,כללי,0.0,,1,372.0,495.99,0.0,1,496.0,495.99,1
4575,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7901111ENGI,מותח רצועה סרטו 04-09,,,46.36,Itzike,0,כללי,0.0,,1,138.64,184.99,0.0,1,185.0,184.99,1
4576,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7901717ENGI,מותח רצועה קרניבל 02-13/טאראקן 01-07,,,53.31,Itzike,0,כללי,0.0,,1,159.69,212.99,0.0,1,213.0,212.99,1
4577,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7941111ENGI,מותח רצועה לוגן 09+/מגאן 99+/סניק/קליאו 98+/קליאו/קנגו 04+,,,70.3,Itzike,0,כללי,0.0,,1,210.7,280.99,0.0,1,281.0,280.99,1
4578,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7941441ABA,מותח רצועה מגאן 09+/פלואנס/קנגו 08+/גרנד סניק/קליאו 06+,,,54.0,Itzike,0,כללי,0.0,,1,113.0,166.99,0.0,1,167.0,166.99,1
4579,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7950295ENGI,מותח רצועה להקרוס 10-12 2.4/אינסגניה 11+/קפטיבה 11+,,,57.0,Itzike,0,כללי,0.0,,1,171.0,227.99,0.0,1,228.0,227.99,1
4580,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7960303ENGI,מותח רצועה אופטרה 04-05 1.8/אפיקה/ויונט,,,34.26,Itzike,0,כללי,0.0,,1,102.74,136.99,0.0,1,137.0,136.99,1
4581,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7960496ENGI,מותח רצועה אורלנדו 12-15/קפטיבה 11-15 2.2 דיזל,,,51.93,Itzike,0,כללי,0.0,,1,156.07,207.99,0.0,1,208.0,207.99,1
4582,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7960606ENGI,מותח רצועה אלרו/מליבו/אפלנדר/רנדוו,,,42.07,Itzike,0,כללי,0.0,,1,125.93,167.99,0.0,1,168.0,167.99,1
4583,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7961990ENGI,מותח רצועה מליבו 13 ATS/+14 CTS/13-15+,,,48.0,Itzike,0,כללי,0.0,,1,144.0,191.99,0.0,1,192.0,191.99,1
4584,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7961995ENGI,מותח רצועה מליבו 07+ 3.5/אפלנדר,,,51.43,Itzike,0,כללי,0.0,,1,154.57,205.99,0.0,1,206.0,205.99,1
4585,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7961996ENGI,מותח רצועה מליבו 08+/אקווינוקס/להקרוס/159/וקטרה/אסטרה/זפירה,,,48.0,Itzike,0,כללי,0.0,,1,144.0,191.99,0.0,1,192.0,191.99,1
4586,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D7962222ENGI,מותח רצועה סוואנה 06+ 6.6/סילברדו 2500/סילברדו 3500,,,89.0,Itzike,0,כללי,0.0,,1,267.0,355.99,0.0,1,356.0,355.99,1
4587,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D9390101ENGI,פולי אלטרנטור 2007 H1/סורנטו 03-09,,,43.09,Itzike,0,כללי,0.0,,1,128.91,171.99,0.0,1,172.0,171.99,1
4588,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,D9941441ENGI,פולי אלטרנטור מגאן 04+/פלואנס 09+/קנגו 09+,,,40.56,Itzike,0,כללי,0.0,,1,121.44,161.99,0.0,1,162.0,161.99,1
4589,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,EG20354,גלגל קמשפט 1.5DCI,,,28.22,Itzike,0,כללי,0.0,,1,84.78,112.99,0.0,1,113.0,112.99,1
4590,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,EG20560,גלגל קמשפט מגאן II,,,27.71,Itzike,0,כללי,0.0,,1,83.29,110.99,0.0,1,111.0,110.99,1
4591,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,EG60218,ג.רצועה A3/A1/איביזה/טולדו/לאון/אוקטביה/יטי/פביה/ראפיד,,,70.0,Itzike,0,כללי,0.0,,1,210.0,279.99,0.0,1,280.0,279.99,1
4592,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,EG90430-02,ג.ר. 11 A3/+10 A1+/איביזה/טולדו/לאון/קורדובה/אוקטביה,,,39.25,Itzike,0,כללי,0.0,,1,117.75,156.99,0.0,1,157.0,156.99,1
4593,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,F4092,סט מיסב,,,24.0,Itzike,0,כללי,0.0,,1,65.0,88.99,0.0,1,89.0,88.99,1
4594,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K36680033,מ.ק.,,,14.0,Itzike,0,כללי,0.0,,1,31.23,45.22,0.0,1,45.23,45.22,1
4595,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K37720037,מ.ק.,,,15.0,Itzike,0,כללי,0.0,,1,35.0,49.99,0.0,1,50.0,49.99,1
4596,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K38710039,מ.ק.טויוטה יאריס מ-1,,,17.0,Itzike,0,כללי,0.0,,1,39.17,56.16,0.0,1,56.17,56.16,1
4597,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K39/41750037,מ.ק.A80+A4 מ-88+פאסט,,,14.0,Itzike,0,כללי,0.0,,1,34.03,48.02,0.0,1,48.03,48.02,1
4598,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K40720037,מ.ק.גולף/אינקה/קאדי/,,,15.0,Itzike,0,כללי,0.0,,1,35.47,50.46,0.0,1,50.47,50.46,1
4599,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K40740036/34,מ.ק.ס.לנסר+כריזמה,,,20.0,Itzike,0,כללי,0.0,,1,46.37,66.36,0.0,1,66.37,66.36,1
4600,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K40780040SZ,מ.ק.שב טרקס+אופל מוק,,,23.0,Itzike,0,כללי,0.0,,1,52.2,75.19,0.0,1,75.2,75.19,1
4601,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K41680040/35,מ.ק.סוזוקי ויטרה+ג.ו,,,14.0,Itzike,0,כללי,0.0,,1,32.23,46.22,0.0,1,46.23,46.22,1
4602,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K42800038,מ.א.טרנו מ 97+פטפינד,,,19.0,Itzike,0,כללי,0.0,,1,45.57,64.56,0.0,1,64.57,64.56,1
4603,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K42800039SZ,מ.ק.רנו פלואנס מ10,,,24.0,Itzike,0,כללי,0.0,,1,54.83,78.82,0.0,1,78.83,78.82,1
4604,07/01/2024,,,07/01/2024,,07/01/2024,201111,בדיקות,SO24001087,טיוטא,,255561.0,AUTOROAD PAI,K42800045,מ.ק.626+מזדה MPV<+M6,,,18.0,Itzike,0,כללי,0.0,,1,43.3,61.29,0.0,1,61.3,61.29,1
